address,category,date,title
"台北市大安區 / 台北市大安區信義路三段147巷11弄6-1號(近捷運大安站,淡水信義線1號",Learning,2016/12/28 19:00,主題沙龍 : 12/28(三)_ 2016年Inwis大數據應用沙龍回顧與分享
台北市中正區衡陽路 7 號,Uncategorized,2016/12/29 09:00,1228機器學習讀書會 - RNN 手解算式 Part 2 (網路修正方法)
台北市金華街199巷5號,Uncategorized,2016/12/16 09:00,TAECT2016 - ECT for Open Education 台灣教育傳播科技學會2016國際研討會
台北市臺北市內湖區康寧路三段72號,Entertainment,2016/12/21 14:00,12/21 - 麵包超人電影版：玩具之星的南達與倫妲
台北市光復南路 102 號 14 樓，近國父紀念館捷運站 5 號出口） / 台北市光復南路 102 號,Learning,2016/12/17 09:00,【橘子學院】你也可以成為數據科學家！Google Analytics 數據分析全修學程
台北市大安區永康街17巷2號 (東門捷運站5號,Learning,2016/12/17 10:00,用日文讀廣告文案
台北市松山區復興北路15號,Uncategorized,2016/12/17 14:00,書到「用」時方恨少 VS 書到「抄」時方恨少：設計師的葵花寶典 - 溝通前瞻思維
台北市大安區金華街164巷1弄6號,Networking,2016/12/16 19:00,Happy Hour - Õ La La Vie X AFT 台法交流之夜
台北市松山區八德路三段12巷16弄3號,Learning,2016/12/16 19:00,你追我跑的愛：為何付出這麼多還是不幸福？
台北市信義區松仁路3號,Uncategorized,2016/12/16 19:00,2016世界公視大展精選(台北場) ─【開幕單元：資訊攻防戰】
台北市信義區松仁路3號,Uncategorized,2016/12/17 14:00,2016世界公視大展精選(台北場) ─ 【第二單元：前線拼圖】
台北市南港區研究院路二段 128 號,Learning,2016/12/18 09:00,台灣資料科學年會之系列活動 - 18/12/2016 (日)
台北市中正區衡陽路 7 號 5 樓) /  台北市中正區衡陽路 7 號,Learning,2016/12/30 19:00,【OGP Summit 系列分享會】 開放政府中的公民力量
台北市信義區松仁路3號,Uncategorized,2016/12/18 14:00,2016世界公視大展精選(台北場) ─ 【第四單元：非關男女】
台北市南港區重陽路453號,Uncategorized,2016/12/18 09:00,【年終大優惠】你可以選擇富有—啟動你的現金流
台北市中正區羅斯福路三段244巷2號,Uncategorized,2016/12/30 10:00,救救我的狗：瘋狗 Mad Dog/急診室 Emergency
台北市信義區虎林街132巷24號,Learning,2016/12/18 14:00,GOOGLE關鍵字行銷金頭腦 SEO+關鍵字廣告馬上懂
台北市南京東路2段97號,Learning,2016/12/18 09:30,一天搞懂GTM（Google Tag Manager）
台北市中正區南陽街13號,Learning,2016/12/17 18:30,免費講座-打動人心！用產品設計改變全世界
台北市信義區信義路五段7號,Exhibition,2016/12/17 18:00,《af》2016 法國風潮 冬至短片節 La fête du court métrage
台北市大安區羅斯福路4段1號,Entertainment,2016/12/17 15:00,J’S L！ve：機長說Tropria at airport 單單新歌發表同樂會
台北市中正區羅斯福路三段244巷2號,Uncategorized,2016/12/17 21:00,演出取消.....通告呂薔Amuyi 2016歌手之夜
台北市信義區松仁路3號,Uncategorized,2016/12/17 19:00,2016世界公視大展精選(台北場) ─ 【第三單元：獨立場次】
台北市中正區林森北路27號,Entertainment,2016/12/17 20:00,【12/17】椅子Chairs'【建議是看開點】音樂會
台北市大安區羅斯福路4段1號,Entertainment,2016/12/17 20:00,J’S L！ve：陳雅慧與黃麗星的少女時代
台北市民權西路20號,Uncategorized,2016/12/18 16:40,有美家-神奇的經絡刮痧NO.90
台北市羅斯福路三段 244 巷 2 號,Entertainment,2016/12/21 21:00,微光城市/衝擊人生
台北市信義路五段1號,Entertainment,2016/12/18 18:00,Monsta X，the First Asia Fan Meeting in Taipei 2016
台北市中正區羅斯福路三段244巷2號,Uncategorized,2016/12/18 21:00,請把我們都灌醉：舞人舞屍 Ｘ 漂流出口
台北市中正區羅斯福路一段1之1號,Entertainment,2016/12/18 15:00,午後的Rock'n'Roll
台北市信義區松壽路12號,Gathering,2016/12/21 23:30,慈善喝酒聖誕晚會
台北市信義區松壽路22號,Uncategorized,2016/12/22 18:00,The North★大學聯合聖誕派對
台北市復興南路一段39號,Entertainment,2016/12/18 15:00,《玩美繽紛杯子蛋糕50款》★ Christmas手作分享會！
台北市內湖區洲子街196號,Learning,2016/12/22 09:00,工作坊：為您的公司建立網站和電子信箱 12/22
台北市內湖區洲子街196號,Learning,2016/12/20 14:00,工作坊：為您的公司建立網站和電子信箱 12/20(提供晚上課程)
台北市內湖區瑞光路408號,Learning,2016/12/20 19:30,Cat System Workshop #14 Dominator Tree in Compiler Optimization
台北市萬華區萬大路190號,Gathering,2016/12/22 19:00,MozTW + Wikimedians.tw 聯合社群冬至火鍋 Winter Hotpot Party 2016
台北市中正區衡陽路七號,Learning,2016/12/20 19:00,Taipei.rb 201612：紅寶石工程師在澳洲生存之道
台北市松山區民生東路四段133號) 102.103會議室 / 台北市松山區民生東路四段133號,Uncategorized,2016/12/20 10:00,WebApp程式開發工作坊-台北場
台北市信義區松仁路3號,Uncategorized,2016/12/18 19:00,2016世界公視大展精選(台北場) ─ 【閉幕單元：巨變一瞬間】
台北市南京東路2段97號,Learning,2016/12/22 19:30,不要相信上帝之數據世界
台北市長春路137巷3號,Gathering,2016/12/30 18:30,獨立遊戲開發者分享會161230
台北市中正區市民大道三段2號,Entertainment,2016/12/22 19:00,信Shin X 黃大煒 為愛發聲公益演唱會
台北市中正區羅斯福路三段244巷2號,Uncategorized,2016/12/24 09:30,JEG「這個沒」爵士樂團
台北市羅斯福路三段 244 巷 2 號,Uncategorized,2016/12/17 21:00,呂薔Amuyi 2016歌手之夜
台北市大安區光復南路102號,Learning,2016/12/20 19:30,Golang Taipei Gathering #19
台北市 中山區 中山北路 2段 185號,Gathering,2016/12/23 09:30,中學自學生們！我們來去玩生存遊戲吧！
台北市中正區南陽街13號3樓 /  台北市中正區南陽街13號,Learning,2016/12/24 14:00,免費講座-PhotoShop靈感技法計畫
台北市松山區八德路4段138號,Entertainment,2016/12/24 12:00,群星瑞智x一萬公里的約定 《聖誕節終於追到妳》電影包場
台北市南京東路五段213號,Uncategorized,2016/12/18 12:00,Fedora 25 發行聚會
台北市中正區延平南路12號,Gathering,2016/12/22 19:30,C.C. Agile#52 - Code Smells and Refactoring
台北市中山區民權西路36號,Entertainment,2016/12/23 21:30,FEELA - 『阿家-伊的面容』 專輯發表演唱會
台北市林森南路33號,Uncategorized,2016/12/24 13:30,Prestige Project IV 生技製藥的資本市場
台北市八德路3段34號,Sports,2016/12/23 20:00,12/23 WAO-derful Party 新朋友報名
台北市大安區敦化南路二段218號,Uncategorized,2016/12/23 16:30,20161223 vTaiwan 固定小松會議 part 2
台北市大安區羅斯福路四段1號,Entertainment,2016/12/23 20:00,【12/23】勿忘我－年終期末報告
台北市大安區敦化南路二段216號,Uncategorized,2016/12/23 14:00,20161223 vTaiwan 固定小松會議 part 1
台北市中正區羅斯福路三段244巷2號,Uncategorized,2016/12/25 07:00,微。走唱生涯：No Name 余荃斌
台北市大安區羅斯福路四段1號,Entertainment,2016/12/24 21:00,【12/24】勿忘我－年終期末報告
台北市羅斯福路三段 244 巷 2 號,Entertainment,2016/12/22 21:00,原味醞釀/Coach 教練
台北市中山區南京東路三段68號,Learning,2016/12/31 14:00,免費講座★美國選後的亞洲投資策略★海外房地產聯合說明會★馬來西亞、菲律賓、成都、依斯干達★
台北市信義區信義路5段1號,Entertainment,2016/12/25 15:00,【12/25】MIKA NAKASHIMA 15TH ANNIVERSARY
台北市中正區思源街1號,Entertainment,2016/12/31 00:20,David Jam，Major Bro’s （大調男孩），Return Vintage
台北市中正區羅斯福路三段244巷2號,Uncategorized,2016/12/25 21:00,「好物交換趴」-- DSPS / 阿鹿米爾
台北市南港區忠孝東路六段21號,Entertainment,2016/12/25 17:00,OCN 12/25 聖誕嘻哈饒舌趴
台北市中正區思源路18號,Uncategorized,2016/12/27 10:00,105年度智齡聯盟D-School跨域教學-十大課程模組分享會
台北市內湖區洲子街196號,Learning,2016/12/27 14:00,工作坊：為您的公司建立網站和電子信箱 12/27(提供晚上課程)
台北市中正區羅斯福路三段244巷2號,Uncategorized,2016/12/28 09:00,潛規則樂團 專輯EP計劃第三波-- 逆行！
台北市內湖區洲子街196號,Learning,2016/12/28 09:00,工作坊：為您的公司建立網站和電子信箱 12/28
台北市中山區南京東路三段68號,Learning,2016/12/24 14:00,免費講座★美國新政的東協策略與英國投資趨勢★海外房地產聯合說明會★英國、泰國、馬來西亞★
台北市菸廠路88號,Learning,2016/12/24 14:00,【富邦講堂】《留白與前進：下一個美好20年》汪麗琴
台北市松山區敦化北路240號,Learning,2017/01/06 23:50,2016/12/28【CEMA 2016卓越研討會－數位金融FinTech新時代來臨，如何激發新科技的創新能力】
台北市士林區前港街21號,Uncategorized,2016/12/28 09:00,Test
台北市松山區民生東路五段69巷7號,Uncategorized,2017/01/25 00:20,WoFOSS 2016/ 12月第74次聚會
台北市士林區前港街21號,Uncategorized,2016/12/28 12:30,Test
台北市信義區信義路五段 7 號,Learning,2016/12/28 13:30,2016 交大資工企業參訪 - Google
台北市中山北路2段39巷3號,Uncategorized,2016/12/28 13:50,"網路贏家大揭密,教您衝高成交率!!"
台北市大安區敦化南路二段2號,Learning,2016/12/24 14:00,TWJUG 2016 十二月份聚會
台北市內湖區洲子街196號,Learning,2016/12/24 14:00,介紹 GitLab.com 
台北市羅斯福路三段 244 巷 2 號,Uncategorized,2017/01/20 11:00,跨年爵士大融合
台北市大同區承德路三段232號,Learning,2016/12/24 14:00,【讀書會】就是那個光！——讀《迎向靈光消逝的年代》
台北市南京東路三段256巷40號,Networking,2016/12/24 14:00,12/24(六) 玩樂聖誕-交換禮物派對
臺北市大安區羅斯福路二段136號,Learning,2016/12/24 14:00,免費2.5小時陳光 NBU記憶體擴充法-12/24基礎班
台北市大安區忠孝東路四段201號,Entertainment,2016/12/31 21:30,KOR Taipei 2017 跨年派對 NYE
台北市萬華區西寧南路177號,Entertainment,2016/12/31 21:30,羅晴 深靈系全創作女聲首場演唱會 Christine LO V1
台北市中山區堤頂大道二段566號,Entertainment,2016/12/31 21:00, 【12/31場次】最佳音樂饗宴-香樹爵士浪漫之夜(跨年場)
台北市八德路四段149號,Entertainment,2016/12/31 22:00,一起跨年秀
台北市信義區松壽路12號,Entertainment,2016/12/31 22:00,2017 Neon All Night 跨年倒數派對
台北市公園路26號,Uncategorized,2016/12/24 14:30,萬民救主－2016聖誕佈道會
台北市大安區忠孝東路四段107號9樓之1 / 台北市大安區忠孝東路四段107號,Learning,2016/12/27 18:30,免費講座-PhotoShop靈感技法計畫
台北市大安區復興南路一段293號,Gathering,2016/12/26 19:00,Raspberry Pi社群聚會 #17
台北市中正區金門街12巷7號,Learning,2016/12/11 19:00,轉身後的幸福：一次擁抱內在的旅行！— 情緒舒放療癒練習
台北市中正區市民大道三段2號,Learning,2016/12/11 18:30,2016電腦科學教育週 Hour of Code一小時玩程式（台北視障者體驗場 ＆ 徵求活動志工）
台北市信義區信義路五段一號,Entertainment,2016/12/11 19:00,黃景瑜2016瑜你同行亞洲巡迴粉絲見面會－台北站
台北市杭州南路一段147號,Entertainment,2016/12/31 23:00,2017 顏社最High新年城之不睡挑戰賽
台北市松山區南京東路4段2號,Entertainment,2016/12/11 19:00,【12/11一般購票專區】2016 如果 田馥甄巡迴演唱會PLUS
台北市八德路4段138號,Uncategorized,2016/12/30 09:30,群星瑞智x一萬公里的約定 【跑到天涯海角都要追到妳】電影包場
台北市中正區八德路一段一號,Entertainment,2016/12/11 19:30,TK from 凛冽時雨「First Noise in Taipei」
台北市中山區堤頂大道二段566號,Entertainment,2016/12/10 18:00,【12/10場次】最佳音樂饗宴-香樹爵士浪漫之夜
台北市松山區南京東路4段2號,Entertainment,2016/12/11 19:00,【12/11 KKBOX白金會員專區】2016 如果 田馥甄巡迴演唱會PLUS
台北市大安區復興南路2段237號,Exhibition,2016/12/10 14:00,2016/12/10 英國投資講座/英國投資說明會-菲爾資產
台北市松山區南京東路4段2號,Entertainment,2016/12/11 19:00,【12/11台新銀行玫瑰卡獨家購票專區】2016 如果 田馥甄巡迴演唱會PLUS
台北市南京東路2段97號,Learning,2016/12/17 21:30,創業時應該知道的十件事
台北市信義區松壽路9號,Exhibition,2016/12/08 13:30,2016 TAIWAN PHOTO 第六屆台灣攝影藝術博覽會(12月8日於台北新光三越A9館_9F)
台北市中正區仁愛路一段17號,Entertainment,2016/12/08 20:00,【12/8】點一首青春裡的歌 周治平的民歌歲月
台北市信義區信義路五段1號,Entertainment,2016/12/04 16:00,【12/4 16:00 限量VIP席】LisAni！LIVE TAIWAN Supported by 戰鬥女子學園
台北市松山區南京東路三段337號,Networking,2016/12/06 15:50,【每周三、五】三對三「主題」聯誼活動
台北市內湖區洲子街196號,Learning,2017/02/28 15:50,工作坊：為您的公司建立網站和電子信箱 12/6(提供晚上課程)
台北市中正區羅斯福路三段244巷2號,Uncategorized,2016/12/06 21:00,Tonic 5 /隨心所欲樂團
台北市中正區市民大道三段2號,Entertainment,2016/12/06 20:00,發現Live音樂現場：台語新浪潮 之 荒山亮－剛好有空演唱會
台北市臺北市內湖區康寧路三段72號,Entertainment,2016/12/07 14:00,12/7 - 魔髮精靈
台北市中正區市民大道三段2號,Learning,2016/12/08 13:30,12/8 銓鍇國際攜手AWS掌握雲端關鍵，助企業平步青雲
台北市南港區經貿二路188號,Uncategorized,2016/12/08 19:00,2016聖誕戲劇【有請耶穌基督降生】
台北市中正區市民大道三段2號,Uncategorized,2016/12/26 18:00,INSTO 新品牌暨產品全球發表會
台北市中正區八德路一段一號,Entertainment,2016/12/08 19:00,愛自己 LOVE MYSELF 公益演唱會
台北市南港區研究院路二段128號,Uncategorized,2016/12/08 13:30,2016 Workshop on Collaborative Data Projects
台北市光復南路102號,Gathering,2016/12/08 19:00,Cocoaheads Taipei 2016 十一月份聚會 
台北市忠孝東路五段68號,Learning,2016/12/15 14:30,一步進入工業 4.0 世界！製造業數位轉型入門六堂課
台北市信義區信義路五段1號,Entertainment,2016/12/04 19:00,【12/4 16:00 演唱會門票】LisAni！LIVE TAIWAN Supported by 戰鬥女子學園
台北市大安區和平東路一段 129 號,Gathering,2016/12/04 19:30,SITCON 臺北定期聚 12/4 暨投稿者小聚
台北市中正區八德路一段 94 號,Learning,2016/12/15 19:00,公民科學來襲 人人都是科學家！
台北市復興南路一段107巷5弄18號,Entertainment,2016/12/04 20:15,來、來來一杯茶vol.2
台北市萬華區武昌街二段122-1號,Learning,2016/12/15 19:00,Wikiwomen Taiwan「薇姬的房間」十二月第22次聚會
台北市中正區羅斯福路三段244巷2號,Uncategorized,2016/12/31 09:00,Slowing Oscillation 斯洛頻率/ PINK HAZE 平克孩子
台北市中正區羅斯福路二段68號,Learning,2016/12/04 22:30,小熊動動腦了沒!~[4-8歲免費體驗]
台北市重慶南路一段66號9樓 / 台北市重慶南路一段66號,Learning,2016/12/08 19:00,免費講座-揭秘英國第一汽車工業設計！
台北市中正區羅斯福路三段244巷2號,Uncategorized,2016/12/11 17:30,解放動物園/杜爾與索克
台北市重慶南路一段66號9樓 / 台北市重慶南路一段66號,Learning,2016/12/07 19:00,免費講座-純粹北歐．極光下的產品設計
台北市中正區仁愛路一段17號,Entertainment,2016/12/15 19:30,夢～飛翔　爵美音樂會
台北市博愛路52號,Learning,2016/12/15 19:00,[2016/12/15開課!]《人際回應力-看懂情緒，輕鬆對談》~(第12期)
台北市信義區光復南路133號,Learning,2016/12/08 09:00,Pan Asia Model United Nations 2016 Delegate Registration
台北市內湖區洲子街196號,Learning,2016/12/07 09:00,工作坊：為您的公司建立網站和電子信箱 12/7
台北市南港區經貿二路1號,Entertainment,2016/12/07 19:00,【早鳥票】Alan Walker 2016 Live in Taipei
台北市松山區南京東路4段2號,Entertainment,2016/12/10 20:00,【12/10一般購票專區】2016 如果 田馥甄巡迴演唱會PLUS
台北市南港區經貿二路1號,Entertainment,2016/12/07 19:00,【預售票】Alan Walker 2016 Live in Taipei
臺北市大同區保安街84號,Exhibition,2016/12/09 14:00,2016 兩岸青年雙城影像展
台北市中正區林森北路27號,Entertainment,2016/12/09 11:00,【12/8】椅子Chairs'【建議是看開點】音樂會
台北市中正區八德路一段1號,Gathering,2016/12/09 19:00,柯震東x再見瓦城粉絲絕不心碎電影包場
台北市復興南路一段107巷5弄18號,Entertainment,2016/12/10 20:00,聚集你我他變為「We Are！」冬季演唱會
台北市大安區羅斯福路4段1號,Entertainment,2016/12/10 21:00,J’S L！ve：Sway思衛 ＋ Ree睿騰
台北市大安區信義路三段153號,Learning,2016/12/09 19:00,Julia Taiwan第一次meetup
台北市松山區南京東路4段2號,Entertainment,2016/12/10 19:30,【12/10台新銀行玫瑰卡獨家購票專區】2016 如果 田馥甄巡迴演唱會PLUS
台北市中正區羅斯福路三段244巷2號,Uncategorized,2016/12/08 20:00,聞木而來：楊肅浩 X 羅弘宇
台北市立農街二段155號,Entertainment,2016/12/09 20:00,STEVE GADD BAND 
台北市中山區民權西路20號,Learning,2016/12/10 12:00,Lesson 16：旅遊創業的冒險 ～ 從台灣到歐洲的服務體驗
台北市羅斯福路三段 244 巷 2 號,Uncategorized,2016/12/07 21:00,解放動物園/杜爾與索克
台北市忠孝東路四段45號,Entertainment,2016/12/11 13:30,12/11 MAGNANNI西班牙頂尖手工鞋彩繪活動 -SOGO忠孝館
臺北市大同區保安街84號,Exhibition,2016/12/11 14:00,2016 兩岸青年雙城影像展  沙龍展映
台北市信義區松高路12號,Entertainment,2017/01/01 13:00,12/10 MAGNANNI西班牙頂尖手工鞋彩繪活動 -新光三越A8館
台北市中正區市民大道三段2號,Entertainment,2016/12/09 20:00,發現LIVE音樂現場－符瓊＂音＂式搖滾演唱會
台北市中正區羅斯福路三段244巷2號,Uncategorized,2016/12/18 15:00,不是桃樂絲『等雨停』單曲發行巡迴專場
台北市大同區南京西路18巷8之2號,Networking,2016/12/11 14:00,12/11(日)❤ 致心碎，失戀練習題❤─暖心作家P’s愛情講座
台北市松山區南京東路4段2號,Entertainment,2016/12/09 19:30,【12/9一般購票專區】2016 如果 田馥甄巡迴演唱會PLUS
台北市民權西路20號,Networking,2016/12/11 17:30,有美家聖誕派對
台北市松山區南京東路4段2號,Entertainment,2016/12/11 19:00,【12/9台新銀行玫瑰卡獨家購票專區】2016 如果 田馥甄巡迴演唱會PLUS
台北市民權西路20號,Learning,2016/12/11 14:00,有美家說書會NO.51
台北市內湖區洲子街196號,Learning,2016/12/15 09:00,工作坊：為您的公司建立網站和電子信箱 12/15
台北市復興南路一段107巷5弄18號,Entertainment,2016/12/11 20:00,Sirens Are Coming To Town
台北市中正區羅斯福路三段244巷2號,Uncategorized,2016/12/16 17:00,§ ：DJ STRASＸ Sipara Hesher辛巴達
台北市內湖區洲子街196號,Learning,2016/12/11 14:00,"""Building Products with FreeBSD"" by George V. Neville-Neil"
台北市萬華區西寧南路177號,Entertainment,2017/06/30 14:40,羅晴首場個人演唱會 Christine LO V1
台北市台北市信義區崇德街70號,Gathering,2016/12/11 14:00,Mysbox TRPG推廣活動
台北市復興北路1號3樓之1 / 亞細亞通商大樓 (忠孝復興5號出口) / 台北市復興北路1號,Learning,2016/12/10 13:00,David龔 - 2016 消費者洞察工作坊
台北市松山區南京東路三段337號,Networking,2016/12/13 08:30,1111婚戀網聯誼婚戀交友♥敲響愛情鐘♥全新優質企劃♥
台北市南港區經貿二路188號,Networking,2016/12/15 12:00,心欣聖誕福音餐會
台北市中正區林森北路27號,Entertainment,2016/12/11 20:00,【12/11】椅子Chairs'【建議是看開點】音樂會
台北市復興北路99號,Learning,2016/12/13 19:00,【免費】公益財商講座 - 2016年最後一場補腦講座
台北市中正區羅斯福路三段244巷2號,Uncategorized,2016/12/11 21:00,SADOG/甘苦人樂團
台北市內湖區洲子街196號,Learning,2016/12/13 14:00,工作坊：為您的公司建立網站和電子信箱 12/13(提供晚上課程)
台北市內湖區洲子街196號,Learning,2016/12/14 09:00,工作坊：為您的公司建立網站和電子信箱 12/14
台北市重慶南路一段66號9樓 / 台北市重慶南路一段66號,Learning,2016/12/13 19:00,免費講座-為什麼你該學數位媒體設計？
臺北市大安區仁愛路三段160號,Exhibition,2016/12/15 10:00,2016 第37屆 台北國際音響大展
台北市忠孝東路三段248巷65號,Learning,2016/12/13 19:30,PHP 也有 Day #30 - 使用 Slim 為 Legacy Code 重構
台北市中正區徐州路2號,Learning,2016/12/14 09:30,2016台灣成長駭客年會
台北市重慶南路一段66號9樓 / 台北市重慶南路一段66號,Learning,2016/12/14 19:00,免費講座-設計追夢！「90後」勇闖三大洲！
台北市臺北市內湖區康寧路三段72號,Entertainment,2016/12/14 14:00,12/14 - 歡樂好聲音
臺北市信義區松仁路9號,Learning,2016/12/14 13:30,【財務長菁英論壇－談管理，看趨勢！】第一場 談管理
台北市中正區衡陽路 7 號,Uncategorized,2016/12/14 19:30,1214機器學習讀書會 - RNN 手解算式
台北市衡陽路 7 號,Gathering,2016/12/13 19:00,第 0001 回 Ruby 默默會
台北市信義區信義路五段1號,Entertainment,2016/12/03 17:00,【12/3 17:00 演唱會門票】LisAni！LIVE TAIWAN Supported by 戰鬥女子學園
台北市大安區復興南路2段332號,Networking,2016/12/12 21:30,Taipei.IO | 數位國家方案高清完整版
臺北市羅斯福路四段一號,Entertainment,2016/12/14 19:30,SISTAR 2016 FIRST EVER IN TAIWAN
台北市中正區博愛路52號,Uncategorized,2016/12/03 10:00,【哈克獨門心法工作坊】～穿越迷霧，懂一個人真正的樣子～2016/12/03開課
台北市臺北市內湖區康寧路三段72號,Entertainment,2016/11/30 18:30,11/30 - 魔髮精靈
台北市延平南路127號,Learning,2016/12/03 10:00,麥覺明導演的第一部生態電影-黑熊來了
台北市復興南路一段107巷5弄18號,Entertainment,2016/12/03 20:00,盧煥剛Luke「白日夢」音樂分享會
台北市中山區中山北路三段40號,Learning,2016/11/30 18:30,大學時就該知道的 Git 版本控制 (2)
台北市中正區羅斯福路三段244巷2號,Uncategorized,2016/12/03 21:00,JS Xmas mini concert
台北市長春路137巷3號,Gathering,2016/11/27 13:30,獨立遊戲開發者分享會161127
台北市信義區信義路五段122號,Learning,2016/11/30 18:40,企研研討餐會：傾聽與談話的藝術
台北市松德路65號,Learning,2016/12/01 18:30,[上進系列] 給網頁視覺設計師的JS課程
台北市濟南路一段7號,Entertainment,2016/11/27 14:30,【11/27 14:30 台北】壯壯毒舌脫口秀：返笑日
台北市信義區松壽路12號,Entertainment,2016/11/27 16:00,【11/26 台北】鼓鼓 MAKE IT REAL 首張全創作 新歌首唱會
台北市濟南路一段7號,Entertainment,2016/11/26 14:30,【11/26 14:30 台北】壯壯毒舌脫口秀：返笑日
台北市大同區重慶北路三段320號,Entertainment,2016/11/26 18:00,2016年 林靖嵐聽障舞蹈團月芽計劃公演
台北市中正區羅斯福路三段244巷2號,Uncategorized,2016/12/27 09:00,Yo! Let's go on a trip!：哎呦樂團/Road Trip
台北市光復北路103巷38號,Learning,2016/11/27 19:00,愛情業障重：情路在走，承諾要有？
台北市中正區羅斯福路四段92號,Entertainment,2016/11/27 19:00,【11/27 19:​00場次】《利維坦2.0》
台北市 / 台北市大安區忠孝東路四段216巷19弄9號,Uncategorized,2016/11/30 09:00,TWSDI週五同業交流聯誼會（北部第二次）12/16
台北市內湖區洲子街196號,Learning,2016/12/13 18:30,工作坊：為您的公司建立網站和電子信箱 11/30
台北市松山區八德路三段12巷16弄3號,Learning,2016/11/27 14:00,Code for America Summit 分享會
台北市中正區市民大道三段2號,Entertainment,2016/11/27 19:00,發現LIVE音樂現場－選擇你的信念X UNDER PEACE 10 Years演唱會
台北市濟南路一段7號,Entertainment,2016/11/30 18:00,【11/26 20:00 台北】壯壯毒舌脫口秀：返笑日
台北市大同區承德路三段232號,Gathering,2016/11/27 14:00,【好哲凳沙龍】有效利他主義教你如何聰明行善
台北市西寧南路177號,Entertainment,2016/11/27 08:30,2016黃禮格Hooleeger亞洲公演 in TAIPEI
台北市中正區羅斯福路四段92號,Entertainment,2016/11/27 14:00,【11/27 14:​00場次】《利維坦2.0》
台北市中山區堤頂大道二段566號,Entertainment,2016/11/27 14:00,【11/27場次】最佳音樂饗宴-香樹爵士午後浪漫
台北市大安區基隆路四段43號,Learning,2016/12/31 00:20,TDOH - PIPE 資訊安全讀書會 | 201611
台北市信義區松高路18號,Learning,2016/12/04 12:00,來跳舞吧｜veryWed非常婚禮學堂2016
台北市菸廠路88號,Learning,2016/12/04 14:00,【富邦講堂】《影音傳播時代───重新定義黃金時段》邱瀅憓
臺北市內湖區新湖二路280號,Uncategorized,2016/12/14 09:30,中興工程集團105學年度上學期獎學金頒獎典禮暨座談會
台北市中正區羅斯福路四段92號,Entertainment,2016/11/26 19:00,【11/26 19:​00場次】《利維坦2.0》
台北市中正區羅斯福路三段244巷2號,Uncategorized,2016/12/03 09:00,董運昌『那些年』新專輯發表音樂會
