鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,lng,lat
信義區,建物,臺北市信義區松勇路31~60號,0,,,,1051201,土地0建物1車位2,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,921009,505.13,5,2,3,有,有,22010000,43573,坡道平面,0,0,權利人取得土地地上權親友、員工或其他特殊關係間之交易。,RPQOMLTJJHMFFDA97DA,121.5700912,25.0368853
松山區,房地(土地+建物),臺北市松山區南京東路五段250巷18弄31~60號,34.5,住,,,1051122,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,640612,109.41,3,2,2,有,無,11123800,101671,,0,0,親友、員工或其他特殊關係間之交易。,RPQOMLOJJHMFFDA47DA,121.568084,25.050552
信義區,房地(土地+建物),臺北市信義區吳興街600巷76弄61~90號,15.9,住,,,1051213,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,711006,48.94,2,1,1,有,無,6080000,124234,,0,0,含增建或未登記建物。,RPTNMLQKJHMFFDA97DA,121.5704009,25.0177936
北投區,房地(土地+建物),臺北市北投區大興街91~120號,55,住,,,1051128,土地6建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,720202,109.27,3,1,1,有,無,15000000,137275,,0,0,親友、員工或其他特殊關係間之交易。,RPTOMLOJJHMFFEA87DA,121.5022934,25.1308613
中山區,房地(土地+建物),臺北市中山區長安東路一段30巷3弄1~30號,9.63,商,,,1051220,土地1建物1車位0,三層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,831212,40.93,1,1,1,有,無,6500000,158808,,0,0,含增建或未登記建物。,RPTOMLNJJHMFFCA57DA,121.522081,25.049818
大同區,房地(土地+建物)+車位,臺北市大同區萬全街1~30號,14.01,商,,,1051228,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041016,185.78,3,2,2,有,有,40590000,277807,坡道平面,50.47,3000000,,RPUNMLQLJHMFFBA97DA,121.5203491,25.058718
大同區,房地(土地+建物)+車位,臺北市大同區萬全街1~30號,14.01,商,,,1051228,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041016,185.78,3,2,2,有,有,40970000,280615,坡道平面,50.47,3000000,,RPVNMLQLJHMFFBA08DA,121.5203491,25.058718
大同區,房地(土地+建物),臺北市大同區萬全街1~30號,7.75,商,,,1051228,土地1建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041016,84.49,1,2,1,有,有,25500000,301811,,0,0,,RPXNMLQLJHMFFBA28DA,121.5203491,25.058718
內湖區,房地(土地+建物)+車位,臺北市內湖區陽光街68巷61~90號,36.94,住,,,1051204,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,900410,188.02,4,2,2,有,有,34500000,213087,坡道平面,35.5,2000000,含增建或未登記建物。,RPQQMLPJJHMFFCA67DA,121.585999,25.0766566
內湖區,房地(土地+建物),臺北市內湖區民權東路六段90巷25弄31~60號,32.4,住,,,1051124,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730123,98.39,3,2,2,有,無,12200000,123996,,0,0,含增建或未登記建物。,RPTQMLQJJHMFFCA08DA,121.5871516,25.0671133
中山區,房地(土地+建物),臺北市中山區林森北路571~600號,15.46,商,,,1051219,土地1建物1車位0,六層,十層,華廈(10層含以下有電梯),,鋼筋混凝土造,,113.8,3,2,2,有,有,18500000,162566,,0,0,含增建或未登記建物。,RPXQMLQJJHMFFCA48DA,121.5254352,25.0660663
中山區,房地(土地+建物),臺北市中山區林森北路241~270號,2.68,商,,,1051216,土地2建物2車位0,十一層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,710707,33.14,1,1,1,有,有,3880000,117114,,0,0,親友間交易 權利人共3人,RPSPMLTJJHMFFCA18DA,121.5254722,25.0538966
文山區,房地(土地+建物)+車位,臺北市文山區木新路三段232巷7弄1~30號,38.16,住,,,1051218,土地1建物1車位1,八層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,960215,221.63,3,2,2,有,有,29700000,136605,一樓平面,20.32,2200000,含增建或未登記建物。共有人2人,RPSOMLKKJHMFFAA07DA,121.5652421,24.9826247
文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段61巷1~30號,27.62,住,,,1051016,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020812,190.95,3,2,2,有,有,34380000,206303,坡道平面,36.42,2500000,,RPQNMLNJKHMFFAA07DA,121.5455398,24.9990517
萬華區,房地(土地+建物),臺北市萬華區萬大路481~510號,9.08,住,,,1051219,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,661021,26.92,2,1,2,有,無,4200000,156018,,0,0,親友、員工或其他特殊關係間之交易。,RPROMLOJJHMFFBA37DA,121.4981059,25.0203058
大安區,房地(土地+建物),臺北市大安區延吉街137巷1~30號,2.58,住,,,1051208,土地2建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,6.3,3,2,2,有,無,1300000,206349,,0,0,親友、員工或其他特殊關係間之交易。,RPXOMLKLJHMFFFA08CA,121.5546471,25.0420931
士林區,車位,臺北市士林區中山北路七段151~180號,4.54,住,,,1051201,土地0建物0車位1,地下層,七層,其他,見使用執照,鋼筋混凝土造,691114,32.99,0,0,0,有,無,2500000,,坡道平面,32.99,2500000,,RPSOMLQJKHMFFEA08DA,121.5321256,25.1234456
大安區,房地(土地+建物),臺北市大安區敦化南路二段55巷1~30號,7.87,其他,,,1051116,土地2建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,700311,43.59,2,2,1,有,有,11200000,256940,,0,0,含增建或未登記建物。,RPSOMLNJJHMFFFA77DA,121.5492181,25.0330358
大安區,房地(土地+建物),臺北市大安區忠孝東路四段211~240號,4.14,商,,,1051105,土地1建物1車位0,九層,十一層,套房(1房1廳1衛),住家用,鋼筋混凝土造,,38.97,1,1,1,有,有,10360000,265846,,0,0,含增建或未登記建物。,RPOOMLQKJHMFFFA77DA,121.5520887,25.0416923
中山區,房地(土地+建物),臺北市中山區大直街2巷1~30號,34.75,住,,,1051018,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,680105,99,3,2,2,有,無,15900000,160606,,0,0,含增建或未登記建物。,RPTQMLNJJHMFFCA67CA,121.546969,25.080345
內湖區,房地(土地+建物),臺北市內湖區民權東路六段280巷155弄211~240號,12.34,住,,,1051125,土地1建物1車位0,二層，三層,十一層,套房(1房1廳1衛),住家用,鋼筋混凝土造,860710,42.07,1,1,1,有,有,6700000,159258,,0,0,含增建或未登記建物。,RPVNMLOJJHMFFCA67CA,121.6097857,25.0684851
內湖區,房地(土地+建物),臺北市內湖區陽光街285巷1~30號,34.79,住,,,1051126,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,781207,114.64,3,2,2,有,無,14280000,124564,,0,0,含增建或未登記建物。,RPSOMLOJJHMFFCA47CA,121.5802473,25.0740502
內湖區,房地(土地+建物),臺北市內湖區康樂街186巷1弄1~30號,40.86,住,,,1051111,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,761128,119.27,3,2,2,有,有,13700000,114865,,0,0,含增建或未登記建物。,RPPPMLOJJHMFFCA27CA,121.6204465,25.0762526
中山區,房地(土地+建物),臺北市中山區松江路133巷31~60號,7.17,住,,,1051221,土地1建物1車位0,五層,八層,套房(1房1廳1衛),住家用,鋼筋混凝土造,930829,33.08,1,1,1,有,有,7500000,226723,,0,0,含增建或未登記建物。,RPUPMLOJJHMFFCA77CA,121.5331738,25.0474392
內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段331~360號,78.47,住,,,1051101,土地1建物1車位2,六層，七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840224,360.98,3,2,3,有,有,52000000,160366,坡道平面,67.9,5000000,價格含增建,RPSNMLPJJHMFFCA47CA,121.5992373,25.0844694
內湖區,房地(土地+建物)+車位,臺北市內湖區文湖街21巷61~90號,53.95,住,,,1051215,土地1建物1車位5,四層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041015,457.73,3,2,2,有,有,62020000,160952,坡道平面,116.5,7100000,,RPTRMLNKJHMFFCA87CA,121.5628887,25.0868247
中山區,房地(土地+建物),臺北市中山區中山北路三段31~60號,3.88,商,,,1051215,土地3建物1車位0,九層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,711127,36.7,1,1,1,有,有,6100000,166213,,0,0,,RPTQMLNKJHMFFCA77CA,121.522573,25.0657089
內湖區,房地(土地+建物),臺北市內湖區成功路四段324巷1弄1~30號,8.57,住,,,1051214,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,730213,32.55,3,1,2,有,無,4000000,122926,,0,0,二親等買賣,RPSQMLRKJHMFFCA08CA,121.5988245,25.0851572
內湖區,房地(土地+建物),臺北市內湖區內湖路二段361~390號,16.81,商,,,1051213,土地1建物1車位0,七層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,780308,125.23,3,2,2,有,有,19900000,158908,,0,0,公私契分別訂立,RPUQMLKLJHMFFCA67CA,121.5922441,25.0837795
萬華區,房地(土地+建物),臺北市萬華區環河南路三段271~300號,29.25,住,,,1051121,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,580412,87.28,3,2,2,有,無,5600000,64161,,0,0,二親等間以公告現值為計價基礎之交易。,RPPNMLSLJHMFFBA57CA,121.493383,25.0192389
萬華區,房地(土地+建物),臺北市萬華區寶興街151~180號,19,住,,,1051204,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660728,72.37,2,1,1,有,無,8800000,121597,,0,0,含增建或未登記建物。,RPPNMLOJJHMFFBA96CA,121.49508,25.024373
萬華區,房地(土地+建物),臺北市萬華區中華路二段416巷1~30號,18.9,住,,,1051030,土地1建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,770316,89.12,2,2,1,有,有,14750000,165507,,0,0,,RPQOMLOJJHMFFBA17CA,121.503617,25.026718
大同區,房地(土地+建物),臺北市大同區承德路二段175巷1~30號,21.92,住,,,1051212,土地2建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,740905,120.58,3,2,2,有,有,22500000,186598,,0,0,,RPPNMLTJJHMFFBA47CA,121.5188396,25.0534738
文山區,房地(土地+建物),臺北市文山區樟新街56巷1~30號,52.94,住,,,1051003,土地1建物1車位0,二層，三層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,800611,251.75,3,2,2,有,有,12000000,47666,,0,0,親友、員工或其他特殊關係間之交易。,RPUNMLNJJHMFFAA27CA,121.5551272,24.9776989
文山區,車位,臺北市文山區忠順街二段61~90號,10.54,住,,,1051201,土地0建物0車位1,地下二層,五層,其他,見使用執照,鋼筋混凝土造,780916,39.31,0,0,0,有,無,2285060,,坡道平面,39.3,2285060,親友、員工或其他特殊關係間之交易。,RPOOMLLKJHMFFAA66CA,121.564526,24.98508
文山區,房地(土地+建物)+車位,臺北市文山區和平東路四段295巷61~90號,116.96,住,,,1051222,土地1建物1車位2,全,四層,透天厝,住家用,鋼筋混凝土造,1031023,362.85,3,2,2,有,有,46800000,148560,坡道平面,56.98,1360000,,RPROMLMKJHMFFAA07CA,121.5731529,25.0017202
文山區,房地(土地+建物)+車位,臺北市文山區辛亥路四段77巷92弄1~30號,31.76,住,,,1051105,土地3建物1車位1,十三層,十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,920922,82.03,1,1,1,有,有,8000000,97525,坡道平面,36.26,0,,RPQNMLMJKHMFFAA86CA,121.5599032,25.008969
文山區,房地(土地+建物)+車位,臺北市文山區木柵路三段85巷1~30號,37.69,住,,,1051105,土地1建物1車位1,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,780804,149.85,3,2,2,有,無,23000000,153477,升降機械,0,0,頂樓增建3房1廳1衛,RPOOMLMJKHMFFAA76CA,121.567674,24.989071
松山區,房地(土地+建物),臺北市松山區光復南路45巷31~60號,43.59,住,,,1051110,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,,91.96,3,2,2,有,無,12850000,139735,,0,0,親友、員工或其他特殊關係間之交易。,RPQPMLNJJHMFFDA37CA,121.5587617,25.0463477
信義區,房地(土地+建物),臺北市信義區虎林街232巷1~30號,30,住,,,1051105,土地1建物1車位0,一層，平台，騎樓,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,102.12,3,2,2,有,無,19000000,186056,,0,0,含增建或未登記建物。,RPPNMLOJJHMFFDA17CA,121.577446,25.036846
信義區,房地(土地+建物),臺北市信義區崇德街91~120號,22.04,住,,,1051106,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,771128,118.01,3,2,2,有,有,10000000,84739,,0,0,親友、員工或其他特殊關係間之交易。,RPWOMLOJJHMFFDA97CA,121.555211,25.0242137
內湖區,房地(土地+建物)+車位,臺北市內湖區江南街65巷1~30號,18.57,住,,,1030712,土地1建物1車位1,四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1050913,90.05,1,2,1,有,有,18980000,245546,升降機械,14.83,510000,,RPQNMLOLJHMFFCA37CA,121.5776652,25.0773343
信義區,房地(土地+建物),臺北市信義區永吉路321巷18弄1~30號,39.25,住,,,1051108,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,610927,88.05,3,1,1,有,無,11000000,124929,,0,0,親友、員工或其他特殊關係間之交易。,RPXOMLQJJHMFFDA28CA,121.574757,25.044827
南港區,房地(土地+建物)+車位,臺北市南港區重陽路125巷36弄1~30號,41.33,住,,,1051122,土地1建物1車位1,四層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,980921,230.56,3,2,2,有,有,34000000,147467,坡道平面,0,0,,RPSNMLLKJHMFFDA27CA,121.610562,25.06035
信義區,房地(土地+建物),臺北市信義區松德路200巷1~30號,26.74,其他,,,1051018,土地1建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,810507,189.51,3,2,2,有,有,24000000,126642,,0,0,二等親之間買賣,RPPPMLOLJHMFFDA57CA,121.577835,25.039351
松山區,房地(土地+建物),臺北市松山區新東街9巷1~30號,32.25,住,,,1051124,土地1建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,620623,61.54,1,2,1,有,無,13000000,211245,,0,0,二等親之間買賣,RPSNMLQLJHMFFDA87CA,121.5658646,25.0579927
信義區,房地(土地+建物),臺北市信義區中坡南路121~150號,32.43,住,,,1051206,土地3建物1車位0,一層,四層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,,18.09,0,0,0,無,無,2500000,138198,,0,0,瑕疵物件之交易。,RPOQMLMKJHMFFDA27CA,121.5853296,25.0416564
信義區,房地(土地+建物),臺北市信義區虎林街50巷1~30號,29.9,住,,,1051215,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,740517,110.37,3,2,2,有,無,15330000,138896,,0,0,,RPTNMLNKJHMFFDA57CA,121.576742,25.046779
松山區,房地(土地+建物),臺北市松山區光復北路60巷1~30號,24.76,住,,,1051121,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,730127,122.63,3,2,2,有,有,11000000,89701,,0,0,親友、員工或其他特殊關係間之交易。,RPVOMLNKJHMFFDA87CA,121.5580718,25.0484203
信義區,房地(土地+建物),臺北市信義區忠孝東路五段743巷21弄1~30號,19.69,住,,,1051208,土地1建物1車位0,四層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040821,91.77,2,1,1,有,有,23800000,259344,,0,0,,RPOOMLOKJHMFFDA27CA,121.580811,25.043731
士林區,房地(土地+建物)+車位,臺北市士林區中山北路七段190巷1~30號,37.37,住,,,1051210,土地1建物1車位1,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,770229,202.94,4,2,2,有,有,33880000,166946,坡道平面,0,0,本案車位面積無法概算。含增建或未登記建物。,RPVNMLOJJHMFFEA87CA,121.5331661,25.1251025
士林區,房地(土地+建物),臺北市士林區德行東路190巷1弄1~30號,48.26,住,,,1051127,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,741105,195.41,6,4,3,有,有,25000000,127936,,0,0,權利人地址有難字 含增建或未登記建物。,RPQOMLOJJHMFFEA47CA,121.5319395,25.106733
松山區,車位,臺北市松山區南京東路四段53巷3弄1~30號,4.14,住,,,1051119,土地0建物0車位1,地下二層，地下三層,十層,其他,停車空間,鋼筋混凝土造,900709,38.63,0,0,0,有,無,2500000,,坡道平面,0,2500000,,RPPQMLSJKHMFFDA97CA,121.5495307,25.0519742
北投區,房地(土地+建物)+車位,臺北市北投區公?路161巷1~30號,79.2,住,,,1051205,土地3建物1車位1,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1041012,191.25,3,2,2,有,有,26860000,153618,坡道平面,29.42,2000000,,RPQNMLTJJHMFFEA87CA,121.453269,25.1694558
北投區,房地(土地+建物)+車位,臺北市北投區公?路161巷1~30號,88.17,住,,,1051209,土地2建物1車位1,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1041119,181.55,3,2,1,有,有,25390000,151121,坡道平面,29.42,2400000,,RPUNMLTJJHMFFEA28CA,121.453269,25.1694558
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段82巷31~60號,38.42,住,,,1030411,土地1建物1車位2,二層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1050921,271.48,3,2,2,有,有,47800000,221798,坡道平面,83.02,6000000,,RPUOMLTJJHMFFEA38CA,121.5046599,25.1282575
士林區,房地(土地+建物)+車位,臺北市士林區承德路四段211~240號,10.18,商,,,1051126,土地1建物1車位1,三層,十一層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,981229,92.44,1,1,1,有,有,14550000,157399,升降機械,17.23,0,含增建或未登記建物。,RPROMLLKJHMFFEA37CA,121.520821,25.0889659
士林區,房地(土地+建物),臺北市士林區中山北路七段38巷12弄1~30號,28.35,住,,,1051201,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670905,82.08,3,2,2,有,無,12600000,153509,,0,0,,RPVOMLRKJHMFFEA38CA,121.5318025,25.1197353
北投區,房地(土地+建物),臺北市北投區大業路691~720號,35.25,住,,,1051205,土地3建物1車位0,一層，平台，騎樓,四層,店面(店鋪),商業用,鋼筋混凝土造,640507,120.18,0,0,0,無,無,25000000,208021,,0,0,,RPXTMLNLJHMFFEA78CA,121.5001847,25.1371817
大安區,房地(土地+建物)+車位,臺北市大安區潮州街121~150號,42.87,住,,,1051204,土地1建物1車位1,五層,九層,華廈(10層含以下有電梯),住家用,鋼骨鋼筋混凝土造,900808,237.96,4,2,2,有,有,58200000,244579,一樓平面,0,0,共有人數2人。含增建或未登記建物。,RPVNMLNJJHMFFFA87CA,121.528116,25.0287049
大安區,車位,臺北市大安區忠孝東路四段216巷31~60號,0,,,,1051222,土地0建物0車位1,倉庫，地下層,七層,其他,見使用執照,鋼筋混凝土造,650210,43.35,0,0,0,有,有,3500000,,坡道平面,43.35,3500000,,RPXNMLOJJHMFFFA18CA,121.553054,25.0395997
大安區,房地(土地+建物)+車位,臺北市大安區臥龍街301~330號,26.63,住,,,1051206,土地2建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990513,205.75,3,2,2,有,有,30150000,146537,坡道平面,0,0,,RPTOMLQJJHMFFFA08CA,121.55974,25.0169789
大安區,房地(土地+建物),臺北市大安區新生南路三段86巷1~30號,54.25,住,,,1051128,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,156.84,3,2,2,有,無,21300000,135807,,0,0,親友、員工或其他特殊關係間之交易。,RPXNMLQJJHMFFFA38CA,121.5345231,25.0251549
大安區,房地(土地+建物),臺北市大安區忠孝東路四段216巷40弄1~30號,13.75,住,,,1051206,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,541026,37.06,3,2,2,有,無,8500000,229358,,0,0,二親等間買賣,RPWNMLMKJHMFFFA97CA,121.5440557,25.0418391
大安區,房地(土地+建物),臺北市大安區敦化南路二段121~150號,12.05,其他,,,1051001,土地2建物1車位0,十五層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,740417,117.11,3,2,2,有,有,31000000,264708,,0,0,含增建或未登記建物。,RPPOMLPJJHMFFFA57CA,121.548255,25.025329
北投區,房地(土地+建物),臺北市北投區稻香路161巷1~30號,10.08,住,,,1051214,土地1建物1車位0,十層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,930312,52,2,1,1,有,有,7500000,144231,,0,0,地政士僅受託買賣案件申請登記，並無代理撰擬不動產買賣契約書，係由不動產經紀業或權利人自行提供成交案件實際資訊，供地政士申報登錄。含增建一併移轉,RPWOMLPLJHMFFEA38CA,121.4890092,25.1422235
士林區,房地(土地+建物),臺北市士林區德行東路240巷1~30號,35.19,住,,,1051130,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,750507,136.09,4,2,2,有,無,18600000,136674,,0,0,,RPOOMLKLJHMFFEA07CA,121.5336196,25.1093784
士林區,房地(土地+建物),臺北市士林區天母東路31~60號,32.98,商,,,1051130,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,761105,182.77,4,2,2,有,無,36200000,198063,,0,0,,RPTSMLNLJHMFFEA28CA,121.5319856,25.1182213
北投區,房地(土地+建物),臺北市北投區復興四路12巷1~30號,30.94,住,,,1051104,土地1建物1車位0,一層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,810813,99.73,2,1,2,有,有,11700000,117317,,0,0,,RPRTMLNLJHMFFEA18CA,121.500401,25.141427
北投區,房地(土地+建物),臺北市北投區永興路一段31~60號,9.56,商,,,1051205,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,631212,31.22,4,2,1,有,無,2200000,70468,,0,0,親友、員工或其他特殊關係間之交易。,RPQNMLRKJHMFFEA77CA,121.5000162,25.139286
